0.1,0.0,0.7,0.1,0.0,0.3
0.10800000000000001,0.012565853849456542,0.696,0.10800000000000001,9.869401467152983e-05,0.304
0.116,0.025128607262502635,0.692,0.116,0.00039475170741472,0.308
0.124,0.03768516056771413,0.688,0.124,0.0008881000304239884,0.312
0.132,0.0502324156234507,0.6839999999999999,0.132,0.001578617257382753,0.316
0.14,0.06276727658227596,0.6799999999999999,0.14,0.002466133013497629,0.32
0.14800000000000002,0.07528665065481145,0.6759999999999999,0.14800000000000002,0.003550428317536003,0.324
0.15600000000000003,0.08778744887283624,0.6719999999999999,0.15600000000000003,0.004831235635856235,0.328
0.164,0.1002665868514434,0.6679999999999999,0.164,0.006308238948417699,0.33199999999999996
0.172,0.11272098555006614,0.6639999999999999,0.172,0.00798107382675397,0.33599999999999997
0.18000000000000002,0.1251475720321847,0.6599999999999999,0.18000000000000002,0.009849327523889784,0.33999999999999997
0.188,0.13754328022352763,0.6559999999999999,0.188,0.011912539076180818,0.344
0.196,0.14990505166857968,0.6519999999999999,0.196,0.014170199417049023,0.348
0.20400000000000001,0.16222983628521,0.6479999999999999,0.20400000000000001,0.016621751502587313,0.352
0.21200000000000002,0.17451459311723405,0.6439999999999999,0.21200000000000002,0.019266590449001964,0.356
0.22,0.18675629108472433,0.6399999999999999,0.22,0.022104063681858577,0.36
0.228,0.19895190973188384,0.6359999999999999,0.228,0.025133471097095142,0.364
0.23600000000000002,0.21109843997229835,0.6319999999999999,0.23600000000000002,0.02835406523376154,0.368
0.244,0.22319288483138344,0.628,0.244,0.03176505145844555,0.372
0.252,0.23523226018584317,0.6239999999999999,0.252,0.035365588161335906,0.376
0.26,0.24721359549995792,0.6199999999999999,0.26,0.039154786963877086,0.38
0.268,0.25913393455851946,0.616,0.268,0.043131712937963675,0.384
0.276,0.2709903361962331,0.612,0.276,0.04729538483661955,0.388
0.28400000000000003,0.28277987502340574,0.608,0.28400000000000003,0.05164477533610601,0.392
0.29200000000000004,0.2944996421477423,0.604,0.29200000000000004,0.05617881128939875,0.396
0.30000000000000004,0.30614674589207186,0.6,0.30000000000000004,0.0608963739909707,0.4
0.30800000000000005,0.3177183125078245,0.596,0.30800000000000005,0.06579629945281518,0.404
0.31600000000000006,0.3292114868840871,0.592,0.31600000000000006,0.07087737869164386,0.40800000000000003
0.32400000000000007,0.3406234332520582,0.588,0.32400000000000007,0.07613835802718434,0.41200000000000003
0.33199999999999996,0.3519513358847321,0.584,0.33199999999999996,0.08157793939150748,0.416
0.33999999999999997,0.3631923997916374,0.58,0.33999999999999997,0.0871947806493056,0.42
0.348,0.3743438514084587,0.576,0.348,0.09298749592904515,0.424
0.356,0.38540293928137226,0.572,0.356,0.09895465596490896,0.428
0.364,0.3963669347459261,0.568,0.364,0.10509478844944678,0.432
0.372,0.4072331326002971,0.564,0.372,0.11140637839684527,0.436
0.38,0.4179988517727591,0.5599999999999999,0.38,0.117887868516726,0.43999999999999995
0.388,0.42866143598319734,0.5559999999999999,0.388,0.12453765959838803,0.44399999999999995
0.396,0.4392182543985055,0.5519999999999999,0.396,0.13135411090538388,0.44799999999999995
0.404,0.44966670228170447,0.5479999999999999,0.404,0.13833554058035055,0.452
0.41200000000000003,0.46000420163462286,0.5439999999999999,0.41200000000000003,0.1454802260599812,0.456
0.42000000000000004,0.4702282018339785,0.5399999999999999,0.42000000000000004,0.15278640450004197,0.46
0.42800000000000005,0.4803361802607071,0.5359999999999999,0.42800000000000005,0.16025227321032745,0.46399999999999997
0.43600000000000005,0.4903256429223811,0.5319999999999999,0.43600000000000005,0.1678759900994475,0.46799999999999997
0.44400000000000006,0.5001941250685641,0.5279999999999999,0.44400000000000006,0.175655674129336,0.472
0.45200000000000007,0.5099391917989518,0.5239999999999999,0.45200000000000007,0.18358940577936833,0.476
0.4600000000000001,0.519558438664147,0.5199999999999999,0.4600000000000001,0.19167522751997534,0.48
0.4680000000000001,0.5290494922589215,0.5159999999999999,0.4680000000000001,0.19991114429563242,0.484
0.476,0.5384100108078186,0.512,0.476,0.20829512401711225,0.488
0.484,0.5476376847429509,0.508,0.484,0.21682509806287076,0.492
0.492,0.5567302372738515,0.504,0.492,0.22549896178944887,0.496
0.5,0.5656854249492381,0.49999999999999994,0.5,0.23431457505076186,0.5
0.508,0.5745010382105511,0.49599999999999994,0.508,0.2432697627261484,0.504
0.516,0.5831749019371293,0.49199999999999994,0.516,0.25236231525704883,0.508
0.524,0.5917048759828878,0.48799999999999993,0.524,0.26158998919218107,0.512
0.532,0.6000888557043678,0.48399999999999993,0.532,0.2709505077410787,0.516
0.54,0.6083247724800249,0.4799999999999999,0.54,0.28044156133585324,0.52
0.548,0.6164105942206315,0.4759999999999999,0.548,0.2900608082010483,0.524
0.5559999999999999,0.6243443258706638,0.472,0.5559999999999999,0.29980587493143585,0.528
0.564,0.6321240099005523,0.46799999999999997,0.564,0.3096743570776188,0.532
0.572,0.6397477267896724,0.46399999999999997,0.572,0.3196638197392927,0.536
0.58,0.647213595499958,0.45999999999999996,0.58,0.3297717981660213,0.54
0.588,0.6545197739400188,0.45599999999999996,0.588,0.33999579836537697,0.544
0.596,0.6616644594196495,0.45199999999999996,0.596,0.3503332977182953,0.548
0.604,0.6686458890946162,0.44799999999999995,0.604,0.36078174560149434,0.552
0.612,0.6754623404016121,0.44399999999999995,0.612,0.3713385640168023,0.556
0.62,0.6821121314832738,0.43999999999999995,0.62,0.38200114822724107,0.56
0.628,0.688593621603155,0.43599999999999994,0.628,0.39276686739970307,0.5640000000000001
0.636,0.6949052115505531,0.43199999999999994,0.636,0.40363306525407405,0.5680000000000001
0.644,0.701045344035091,0.42799999999999994,0.644,0.4145970607186278,0.5720000000000001
0.6519999999999999,0.7070125040709547,0.424,0.6519999999999999,0.4256561485915413,0.576
0.6599999999999999,0.7128052193506943,0.42,0.6599999999999999,0.43680760020836246,0.58
0.6679999999999999,0.7184220606084925,0.416,0.6679999999999999,0.44804866411526767,0.584
0.6759999999999999,0.7238616419728157,0.412,0.6759999999999999,0.45937656674794164,0.588
0.6839999999999999,0.7291226213083561,0.408,0.6839999999999999,0.47078851311591263,0.592
0.692,0.734203700547185,0.40399999999999997,0.692,0.4822816874921758,0.596
0.7000000000000001,0.7391036260090295,0.3999999999999999,0.7000000000000001,0.4938532541079277,0.6000000000000001
0.7080000000000001,0.7438211887106011,0.3959999999999999,0.7080000000000001,0.5055003578522577,0.6040000000000001
0.7160000000000001,0.7483552246638938,0.3919999999999999,0.7160000000000001,0.5172201249765943,0.6080000000000001
0.7240000000000001,0.7527046151633804,0.3879999999999999,0.7240000000000001,0.5290096638037669,0.6120000000000001
0.7320000000000001,0.7568682870620362,0.3839999999999999,0.7320000000000001,0.5408660654414804,0.6160000000000001
0.7400000000000001,0.7608452130361228,0.3799999999999999,0.7400000000000001,0.5527864045000419,0.6200000000000001
0.7480000000000001,0.7646344118386641,0.3759999999999999,0.7480000000000001,0.5647677398141566,0.6240000000000001
0.756,0.7682349485415544,0.37199999999999994,0.756,0.5768071151686164,0.628
0.764,0.7716459347662386,0.36799999999999994,0.764,0.5889015600277013,0.632
0.772,0.7748665289029049,0.36399999999999993,0.772,0.6010480902681158,0.636
0.78,0.7778959363181412,0.35999999999999993,0.78,0.6132437089152759,0.64
0.788,0.7807334095509979,0.3559999999999999,0.788,0.6254854068827654,0.644
0.796,0.7833782484974127,0.3519999999999999,0.796,0.6377701637147901,0.648
0.804,0.7858298005829509,0.3479999999999999,0.804,0.6500949483314202,0.652
0.812,0.7880874609238192,0.3439999999999999,0.812,0.6624567197764724,0.656
0.8200000000000001,0.7901506724761103,0.3399999999999999,0.8200000000000001,0.6748524279678152,0.66
0.8280000000000001,0.7920189261732461,0.3359999999999999,0.8280000000000001,0.6872790144499337,0.664
0.8360000000000001,0.7936917610515823,0.3319999999999999,0.8360000000000001,0.6997334131485563,0.668
0.8440000000000001,0.7951687643641439,0.3279999999999999,0.8440000000000001,0.7122125511271634,0.672
0.852,0.796449571682464,0.32399999999999995,0.852,0.7247133493451882,0.6759999999999999
0.86,0.7975338669865024,0.31999999999999995,0.86,0.7372327234177236,0.6799999999999999
0.868,0.7984213827426173,0.31599999999999995,0.868,0.7497675843765494,0.6839999999999999
0.876,0.7991118999695761,0.31199999999999994,0.876,0.762314839432286,0.688
0.884,0.7996052482925853,0.30799999999999994,0.884,0.7748713927374973,0.692
0.892,0.7999013059853285,0.30399999999999994,0.892,0.7874341461505434,0.696
0.892,0.76,0.30399999999999994,0.892,0.76,0.696
0.892,0.72,0.30399999999999994,0.892,0.72,0.696
0.892,0.68,0.30399999999999994,0.892,0.68,0.696
0.892,0.64,0.30399999999999994,0.892,0.64,0.696
0.892,0.6000000000000001,0.30399999999999994,0.892,0.6000000000000001,0.696
0.892,0.56,0.30399999999999994,0.892,0.56,0.696
0.892,0.52,0.30399999999999994,0.892,0.52,0.696
0.892,0.48,0.30399999999999994,0.892,0.48,0.696
0.892,0.44,0.30399999999999994,0.892,0.44,0.696
0.892,0.4,0.30399999999999994,0.892,0.4,0.696
0.892,0.36,0.30399999999999994,0.892,0.36,0.696
0.892,0.32000000000000006,0.30399999999999994,0.892,0.32000000000000006,0.696
0.892,0.28,0.30399999999999994,0.892,0.28,0.696
0.892,0.2400000000000001,0.30399999999999994,0.892,0.2400000000000001,0.696
0.892,0.19999999999999996,0.30399999999999994,0.892,0.19999999999999996,0.696
0.892,0.15999999999999992,0.30399999999999994,0.892,0.15999999999999992,0.696
0.892,0.12,0.30399999999999994,0.892,0.12,0.696
0.892,0.07999999999999996,0.30399999999999994,0.892,0.07999999999999996,0.696
0.892,0.040000000000000036,0.30399999999999994,0.892,0.040000000000000036,0.696
